"customer_id","charge_id","trip_id","tap_on_id","tap_on_date","tap_off_id","tap_off_date","original_amount","adjusted_amount","service_type","direction","fare_type","trip_completion"
"3504bbb1-81ba-4cfe-b1ce-3327b73bf29f","9664fd22-b3fe-4dd1-a775-e15b5f201963","9664fd22-b3fe-4dd1-a775-e15b5f201963","E28EC34609D6F40E4B093068420978AA0B23FBE3","2019-06-14 13:14:05.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"bf87e2ba-f248-44f7-9393-355469ee12bb","2c819609-7a51-4a11-ae99-70508d48c920","2c819609-7a51-4a11-ae99-70508d48c920","2AF196DF6CB0CA84BB7283DE1E987372409FD4E2","2019-09-02 12:48:49.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"bf87e2ba-f248-44f7-9393-355469ee12bb","194a0340-2e2f-4645-bf13-e11abccc651b","194a0340-2e2f-4645-bf13-e11abccc651b","B7872F70D4E03B4FD3B5DB9A2072B948DCF94F8E","2019-09-18 12:51:43.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"acc96e71-440b-4557-9738-61e3143a8a31","43355057-1c12-43a8-9cbb-2c074bf089d4","629f47d2-8dcc-4c6a-8a2e-f3bdf334ffd0","61ED4997150E2931EA449DD0DB8083440B15E3F4","2019-09-21 18:56:53.000","BAEFB871B17E21962943466C1B18895DD9EA9933","2019-09-21 19:03:59.000","2.50","2.50","bus","outbound","variable_fare","complete"
"dfeb5379-8895-41ad-8e13-dbd4fda827fc","dbba83de-6019-4868-9cdc-fb69d4c1a01b","dbba83de-6019-4868-9cdc-fb69d4c1a01b","B58990F2D187B0BE4E0C0143E0B04324E24C1392","2019-08-09 07:08:47.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"dfeb5379-8895-41ad-8e13-dbd4fda827fc","c5a4c051-e409-404c-b769-64f469df72a6","78e56a47-0557-425c-8ad7-2b15383d27b2","2A2B7E9A6CBE4B394DEA1D317A6AA1E38538E23E","2019-08-14 11:35:26.000",,,"5.00","5.00","bus","outbound","retail_fare","complete"
"dfeb5379-8895-41ad-8e13-dbd4fda827fc","01be9122-7293-408d-be93-a6ae46c673f2","01be9122-7293-408d-be93-a6ae46c673f2","83AFBB0B37DA67BA087A2C906E53F7306D538F1B","2019-07-11 18:24:28.000",,,"1.70","1.70","bus","inbound","retail_fare","complete"
"5c11f0e6-01a1-4abd-b390-0d0c0bf7985c","6128cf56-a5b7-4784-a394-c02bbb1bf7e6","6128cf56-a5b7-4784-a394-c02bbb1bf7e6","15377321C6E661ECC98000A711B29B4C2CFAE28D","2019-08-02 10:50:27.000",,,"2.00","2.00","bus","outbound","retail_fare","complete"
"ef44a3a1-8f9c-4310-8622-d7c1044c12ba","66db6e30-7229-4d8d-b497-2cb4a7b87009","66db6e30-7229-4d8d-b497-2cb4a7b87009","8450A806817B6D7ADA992B5813128B41D56C5EB9","2019-08-10 13:12:04.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"9b4a246c-3d14-41fb-85fa-dcf9bc1a7d07","018d540e-20db-4f06-8a50-714fecceec6b","018d540e-20db-4f06-8a50-714fecceec6b","3C5F6060A3B65CDEDEAB18115E29CBABD86FCDC0","2019-06-30 10:28:02.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"5b329d54-cdee-4602-b154-570ec49fe29f","3b38accd-f871-4dce-9b4f-16c9af7e317f","3b38accd-f871-4dce-9b4f-16c9af7e317f","B1F975A2665C3CE3A352D5C129C63A7B7FE8EEF9","2019-07-20 09:44:50.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"ffd18e92-c10f-4e3c-bbc5-ebbf6f3a9c4b","a3faef73-1aef-41b8-afe7-1f39f515b71c","a3faef73-1aef-41b8-afe7-1f39f515b71c","96546926347BD6029B2ACC7F6A90B7D9D998FE9F","2019-07-19 13:36:21.000",,,"1.70","1.70","bus","inbound","retail_fare","complete"
"d7472884-4f7e-4ca3-abb6-ef5a05f85cdd","8cb8bb69-b0e2-4ae5-a532-d583cb7a5d22","8cb8bb69-b0e2-4ae5-a532-d583cb7a5d22","2444DCA895A6A09CE2E6BECC318925CACE788A66","2019-06-18 22:57:06.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"3aa0f2be-c013-4e7a-8736-0bee7ca051b7","599e99b8-1f1a-4583-bffd-e1b259823af5","599e99b8-1f1a-4583-bffd-e1b259823af5","4CA00DFB7AB2CB08CA32B1567EAAE1FA42454500","2019-06-04 09:51:55.000",,,"5.00","5.00","bus","inbound","retail_fare","complete"
"3aa0f2be-c013-4e7a-8736-0bee7ca051b7","21977e8f-105e-4e17-af1a-dd2d4e525f49","21977e8f-105e-4e17-af1a-dd2d4e525f49","1BDF0A1DB1381CC7E5FF164ED4BF298D3A7A0C67","2019-07-21 00:11:04.000",,,"7.50","7.50","bus","outbound","retail_fare","complete"
"fc5496ed-9664-498a-afe0-acb4deff92dc","d17e1da4-0053-4e69-80da-a3a7d357ec4a","d17e1da4-0053-4e69-80da-a3a7d357ec4a","704941FC60242CCB1645676CC70E3D4AAB30B29E","2019-06-17 16:36:50.000",,,"1.50","1.50","bus","outbound","retail_fare","complete"
"aee3a213-ad50-4471-9366-312570cc6d10","a4392191-459a-4357-9309-03a496aab617","a4392191-459a-4357-9309-03a496aab617","8BDDAE16CAF6FF4F8A5E7A284E9A29373DB3739D","2019-07-12 08:36:03.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"b48af4a7-982c-4079-988a-8e70920828c2","f57000c2-2c1f-4443-9b9f-5993069cd1c4","f57000c2-2c1f-4443-9b9f-5993069cd1c4","4B0C7991B822E22CB3E8FEA5C5C837850E1593F0","2019-08-29 15:43:30.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"511fb8b1-42c9-4258-bdfd-cd2e494cbda6","e301be0d-9c27-46bc-b52d-74034811c5eb","e301be0d-9c27-46bc-b52d-74034811c5eb","731C793B4DBC149EF6ED2B1D84A26680D23507DD","2019-07-06 11:21:21.000",,,"12.50","12.50","bus","inbound","retail_fare","complete"
"511fb8b1-42c9-4258-bdfd-cd2e494cbda6","30600845-9eaa-4e66-b977-067be5cc5e21","30600845-9eaa-4e66-b977-067be5cc5e21","533D50CD36C4290408786AB556BAFDB96F3BFDBD","2019-06-26 11:25:00.000",,,"6.50","6.50","bus","inbound","retail_fare","complete"
"68511ee5-c145-4f85-83e5-09e24407b3a3","8fe5c499-a035-4198-a206-ce8f7922eb27","8fe5c499-a035-4198-a206-ce8f7922eb27","1C9A488927FB16333BEE3AC352D2881C19E0D0B6","2019-09-11 18:18:22.000",,,"6.00","6.00","bus","inbound","retail_fare","complete"
"8228cfc5-c5be-4b28-950a-031b5d9ff3cb","c8644991-9fe8-44b5-a28f-8f6442e0389a","c8644991-9fe8-44b5-a28f-8f6442e0389a","D318E0A7795FD60B70EDE4F660DE272A3B5AA8A7","2019-08-06 07:48:28.000",,,"1.70","1.70","bus","outbound","retail_fare","complete"
"c61d36df-d4b5-4c88-b7e7-2b4ee88ce28f","e76f5ae2-e046-40fb-9cf6-6c0c36f6a636","e76f5ae2-e046-40fb-9cf6-6c0c36f6a636","FA625266F7897AE77C72D4F2BE9A184FC0AB2174","2019-06-05 11:48:53.000",,,"7.50","7.50","bus","inbound","retail_fare","complete"
"1cf4303d-5553-4da2-be09-0f4860a6b532","7bea4563-79ae-4175-8f4c-59aa60cd5193","7bea4563-79ae-4175-8f4c-59aa60cd5193","18F2CE8FF248A6BC53CC28F49D90624C35443731","2019-07-10 21:42:04.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"46488b71-ac20-4265-816d-49f00c69e1df","4640db6c-90bc-4265-9f2a-6fdbb7e29b0e","4640db6c-90bc-4265-9f2a-6fdbb7e29b0e","600213224343F85302E65E9452236BB8574A6982","2019-07-10 06:23:08.000",,,"6.50","6.50","bus","inbound","retail_fare","complete"
"c41f660e-64fd-4280-b9ed-06ccfcd0c689","bd8dd6a2-4fb8-42ac-96ba-722edb6e0ed3","1a5e51ea-a5a4-4246-8b4a-acae891d59a8","AE3DD6AEC0C0F12A5A03F2F13C748724F089258C","2019-09-25 16:13:20.000","D3D21CC909CF9E22DD61F72A50ED5B0FB41BA24B","2019-09-25 17:35:15.000","5.30","5.30","bus","outbound","variable_fare","complete"
"d258ce8b-4dd3-496a-986d-68619f2da8b2","440d145f-d04c-4f18-b427-358e40f039f3","440d145f-d04c-4f18-b427-358e40f039f3","209002201DE27C118183EBC774DC0EAE15FCE09B","2019-08-19 08:11:51.000",,,"2.00","2.00","bus","outbound","retail_fare","complete"
"370f1cfe-62ab-415b-b301-2dce6677b94c","9fd3e422-aff7-46c2-825a-0a1fbf7f02bc","9fd3e422-aff7-46c2-825a-0a1fbf7f02bc","A0B70F21FD110FA4B12FF7A7523C23F0378593D8","2019-06-13 04:11:09.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"6e342939-82e6-487d-ab8d-849b7298b38f","54cf9c2b-2aa6-4b59-8c6b-cc1ce683a070","54cf9c2b-2aa6-4b59-8c6b-cc1ce683a070","7F838B4E8D1523A049DFE2801C8D08C49F88B59B","2019-07-27 09:30:13.000",,,"5.00","5.00","bus","inbound","retail_fare","complete"
"6e342939-82e6-487d-ab8d-849b7298b38f","73e6df1f-833c-437b-9ea4-e2470811d83b","73e6df1f-833c-437b-9ea4-e2470811d83b","33DF9690EB5214906146731D447F23930D82E55E","2019-06-21 08:30:48.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"a2b93a94-71c1-4a7e-8b3d-d981d33d8309","7840bb3c-6cbd-4fb0-baba-d3778b2f5cd7","7840bb3c-6cbd-4fb0-baba-d3778b2f5cd7","2125D770D3EAC9CA8CA8E3C22FDA094C963A97E0","2019-09-06 08:02:49.000",,,"5.00","5.00","bus","inbound","retail_fare","complete"
"b1bd3ef4-e2b0-4ea5-9f92-29d6e1282041","7f6e1163-c41e-444b-9681-f42dc8549a42","57791f9c-fdb7-4481-8c7b-c6ab6645a894","97CC03E6A9649319EEDCE68B33BFD17BE0951B44","2019-09-19 07:20:20.000","43FFE80E111254A5407AF844E001D3724A27E5C7","2019-09-19 07:30:54.000","2.80","2.80","bus","outbound","variable_fare","complete"
"c16c7575-6085-41ed-95db-c0cf76e2f9d9","919f18b1-6e6a-4ede-8bb0-4f09e4b3f20a","710edd0d-30fd-44c9-8104-a505b4ec2f2c","C57CD634C0EBF39C218CEB14616D77B149E9AF83","2019-09-18 08:07:39.000",,,"5.00","5.00","bus","outbound","retail_fare","complete"
"c16c7575-6085-41ed-95db-c0cf76e2f9d9","530a16ab-2053-4358-add7-13b93255c0e1","530a16ab-2053-4358-add7-13b93255c0e1","FA1AF96BDF2E5979599A9510F9B7DA7581E68514","2019-08-08 08:37:35.000",,,"5.00","5.00","bus","outbound","retail_fare","complete"
"5affb5ee-4a83-4d1c-9642-854e554d3850","2a71c1ad-61e6-4e36-ac16-d80d552df4e2","2a71c1ad-61e6-4e36-ac16-d80d552df4e2","F26475CBD06552512294055542305BAFAF803601","2019-07-09 05:12:32.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"5affb5ee-4a83-4d1c-9642-854e554d3850","8fcbe90a-2828-47fe-8f3e-ea76595ccb6a","8fcbe90a-2828-47fe-8f3e-ea76595ccb6a","3E9BC5C8B0F69444E92797B58CD733AFC743B6E8","2019-07-03 14:03:31.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"bb30102d-e4f4-4938-8b14-bbf88d881acf","e017539e-9e83-4acd-84ed-857b504ff2e9","e017539e-9e83-4acd-84ed-857b504ff2e9","42F038F1C45C5BBE15AECF26CE9406A0A25871A0","2019-07-26 11:34:24.000",,,"1.70","1.70","bus","outbound","retail_fare","complete"
"d252337b-59d6-4298-946d-b5a1b370c638","1234a1d5-a3e1-45b9-aef0-f5a3be6ec849","26480390-c6fc-45ec-8a0a-832d53552318","93909DA469B67E83C771A6ED1EF04887395DD82E","2019-08-27 20:59:18.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"de37a58c-0f92-4375-9411-736124144a68","1590034b-8136-4ecb-bfd7-b72b60cc657d","1590034b-8136-4ecb-bfd7-b72b60cc657d","1284CA57246F291D07F9C87A54D65EF305B9DDCF","2019-09-05 19:50:34.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"505b04fd-792c-431f-8c4e-5d29be81676e","82671459-7be9-48d1-9f4b-803c1e6a93e0","82671459-7be9-48d1-9f4b-803c1e6a93e0","5A4A9AE7F503103636F74F3B7C6D10B02D45979B","2019-06-10 22:06:46.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"cd329155-b1ce-432e-91a0-677f0c752e83","7fe1e12e-dbe9-407f-b8af-38728db4002a","7fe1e12e-dbe9-407f-b8af-38728db4002a","DDE9F7EAA686FB6FFFB7CA2B074FE4D7EC03C708","2019-07-11 05:32:52.000",,,"1.70","1.70","bus","outbound","retail_fare","complete"
"cd329155-b1ce-432e-91a0-677f0c752e83","5e099bc6-554b-4e2b-9e43-c9a1f8ac0b4c","5e099bc6-554b-4e2b-9e43-c9a1f8ac0b4c","F2218B48890A92B01B4A3DD038B868CFF896466D","2019-07-01 05:32:27.000",,,"1.70","1.70","bus","outbound","retail_fare","complete"
"dbc5e98e-9df1-462b-989d-3f4ec46604db","f92ff486-1672-4ff5-bd25-dff8bb7907c8","f92ff486-1672-4ff5-bd25-dff8bb7907c8","5BDCC509FDBEC485AF5F327E2A237C619519DFC8","2019-06-16 17:54:58.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"4e00889e-95fc-4cee-9edc-3ac1f0936212","37eb8446-70f9-488b-89eb-7b202083a5c1","37eb8446-70f9-488b-89eb-7b202083a5c1","247AE9B562478E1718A0DFA425F29E9B7190B058","2019-06-03 17:31:23.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"b0b10601-3899-435d-9119-ede47678d038","4ec6b2ff-fcdb-46d6-b5f8-5638f68bf5ca","1d9413a3-285a-4a79-89ac-47c9697de6e7","9CCD724EFF9F3D28BD54E548C7D50ADA022425C7","2019-09-30 18:13:11.000",,,"1.50","1.50","bus","inbound","retail_fare","complete"
"f42745a9-bb54-404b-bf3e-27c59cb2a530","b299f7d0-4b85-4430-9476-21aaea3328cf","b299f7d0-4b85-4430-9476-21aaea3328cf","3FA72666982FB98C1728DBBAEC3D2887A3AAB04E","2019-07-27 15:49:59.000",,,"21.00","21.00","bus","outbound","retail_fare","complete"
"157074d6-e3c0-48aa-bef6-db58a30f4fff","dbb8dd69-225d-4f1d-bd47-9c9b46b908c7","87f6a783-b4e2-4301-a139-63eb23a3c5a2","F39423EDAFA2CADA6B3F629155CAFD553C76480E","2019-09-09 17:57:51.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"157074d6-e3c0-48aa-bef6-db58a30f4fff","4c79eff9-b958-46c2-bf08-5b7531159fe0","4c79eff9-b958-46c2-bf08-5b7531159fe0","66F58DC09399F02486E940EDFC643449E5F6186F","2019-08-18 04:47:09.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"79f91572-3bd7-4481-9241-75369efc4854","daf8ce77-be4e-49b7-94b9-9ae7dc517c84","daf8ce77-be4e-49b7-94b9-9ae7dc517c84","615DE5D6CCA9C8C675966FB87A6E8853540864FA","2019-07-12 14:36:12.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"d862df89-6756-4614-8445-b588c40af68f","17f54b39-6383-49b9-b6ad-66b4a085234b","3516c7f1-6834-4256-8236-ec4e272546b1","F57E1C4425CBD27F66D75820E2BD8FC795129BCF","2019-08-12 16:10:08.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"a9aaa8c3-6ef0-4fc9-88e5-a935ae6394b9","3198a5af-407b-403a-83ec-a6bd21ea8486","d8fc3828-ca7e-4749-8f8b-74d25637ab20","92910264BCF97AA6558A745D0C9FFCB498F0403D","2019-09-25 07:03:59.000","7BEE19437858DDA7DC72C85AF61C8E192B2D7153","2019-09-25 07:11:08.000","2.50","2.50","bus","inbound","variable_fare","complete"
"2798c3d9-0376-4266-9f4e-ea63722c8d00","699998b7-3de6-45a1-ad5e-6530558dbcb0","573061bd-c76c-4f09-92a2-c9bf9f6b64af","0F3C01BC531DF1E0F139C6C1483307BEB6965987","2019-09-23 16:14:58.000","FFCADE9BE5F2FC7BDAFD9D63DADE6177C9B7BBB7","2019-09-23 16:22:50.000","2.20","2.20","bus","outbound","variable_fare","complete"
"2b5a48b4-5b85-4809-9259-2e14d75998c6","1524a578-210c-474f-a0dc-f8c47428cc3b","1524a578-210c-474f-a0dc-f8c47428cc3b","BA7A096E6278897DEFBC830B2C99917B2E4ACEC3","2019-08-16 14:01:55.000",,,"1.70","1.70","bus","inbound","retail_fare","complete"
"f032e0fb-1ac9-413f-a11b-840fbc5402c5","b2212a48-31d2-4844-8401-06e70f2e189d","b2212a48-31d2-4844-8401-06e70f2e189d","1DA303278296734A10687A545A81460AA3D82A19","2019-08-31 15:56:55.000",,,"3.75","3.75","bus","outbound","retail_fare","complete"
"0276eeac-7b71-4d21-92b3-1cd159040538","4d336cb0-eb09-49f6-bc7f-93f993e719d5","4d336cb0-eb09-49f6-bc7f-93f993e719d5","466471F614F28097246C1F4094565DC0413C7157","2019-08-14 09:56:35.000",,,"12.50","12.50","bus","inbound","retail_fare","complete"
"8a3d08df-d03c-424d-a493-687c04ffbde3","38f2c47b-e596-474a-98ac-0f54ece11ff6","38f2c47b-e596-474a-98ac-0f54ece11ff6","0C9264C41D041A4A768745FF51CE3290F60190A5","2019-06-13 06:01:22.000",,,"1.70","1.70","bus","inbound","retail_fare","complete"
"09801293-0df6-4f39-a079-40dd65523c90","187e6c09-e53f-45ac-9cbb-a9d4f01b5a93","187e6c09-e53f-45ac-9cbb-a9d4f01b5a93","4DB45946D7490DFB92A53678038103F061176837","2019-06-27 08:12:09.000",,,"5.00","5.00","bus","outbound","retail_fare","complete"
"d24ce903-9387-4b63-a87c-0ef0c31eac0f","98456439-c8cb-4e57-848b-37b535f5ce82","98456439-c8cb-4e57-848b-37b535f5ce82","23A07250A901F7068A76951A77AB3C3C84AD568D","2019-09-10 07:14:37.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"1b8a4f7d-6b4f-4b0a-9340-36fe4483a8fb","3b6b3463-7170-47d0-898a-3f089369ffe1","3b6b3463-7170-47d0-898a-3f089369ffe1","6D36E4CB74992FA53C4DBD66757A150184CEBB9C","2019-07-21 11:00:12.000",,,"7.50","7.50","bus","outbound","retail_fare","complete"
"122b4cab-9068-43cc-8bcf-019fc87d24a5","f15621cb-1420-4317-a25b-a17bac9f30e0","f15621cb-1420-4317-a25b-a17bac9f30e0","4B24CB551F8900328163D4B945D4AF87910ABE1F","2019-07-17 16:01:51.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"9438bdf9-fd28-473e-a763-58b851724131","a653e325-9097-4039-b7de-37d720afe5c3","f13e8516-38c2-4999-9372-b4e441e694a7","0119B0702B156960F0B862BF79D273B61D0072E4","2019-08-12 04:28:52.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"2d116a3a-3af6-4184-9fa3-09079a420585","401b0cff-b00b-4073-9605-ef456ff81cca","401b0cff-b00b-4073-9605-ef456ff81cca","31C64A98B149DF6887F6D33FEDBACA712AA0C0ED","2019-08-20 12:09:35.000",,,"1.50","1.50","bus","outbound","retail_fare","complete"
"33dff477-b7b4-476f-adc1-4e9923b140b2","9ed57f8d-4fab-4af7-8384-62b2ce4497b9","132a0360-e7aa-4974-aaf0-3247a3b5445c","75BBC1FA9AE988F609895E3B5262A8335B893C92","2019-09-12 12:44:49.000",,,"5.00","5.00","bus","inbound","retail_fare","complete"
"6b646be7-242a-4e06-ad1b-af2827e09ccc","6fe91fea-8124-400b-8709-40418df5110e","6fe91fea-8124-400b-8709-40418df5110e","49EB37CC748B5E55354B92628B41CA4EFB4C8A56","2019-08-06 08:00:53.000",,,"2.00","2.00","bus","inbound","retail_fare","complete"
"e0cf4b76-fa31-4472-8227-17df3caf073e","ca4a6cda-2944-42a6-a6c6-444a8589d714","ca4a6cda-2944-42a6-a6c6-444a8589d714","FB91647AD7C17EA6AEE1EAAE13DABE10884B3BD4","2019-07-04 05:55:05.000",,,"4.10","4.10","bus","inbound","retail_fare","complete"
"b5127e99-1940-4bb1-aad5-7acd812cd317","4d89c2e4-107a-46ea-bd04-7a7407f86207","4d89c2e4-107a-46ea-bd04-7a7407f86207","8B84CB9441446C89B18FB46CB6347CC43941CC0F","2019-09-12 07:30:48.000",,,"7.40","7.40","bus","inbound","retail_fare","complete"
"b5127e99-1940-4bb1-aad5-7acd812cd317","5a8763f0-5544-4eee-82d2-7f95d28243b7","5a8763f0-5544-4eee-82d2-7f95d28243b7","3E8F5042153324BC859C9A1382D858500D9C0009","2019-08-28 07:27:47.000",,,"5.30","5.30","bus","inbound","retail_fare","complete"
"4a4e2f52-29eb-442c-aa4c-7aa32626ef20","6893d3cf-b272-4d3f-b61e-da55013802cd","535f813c-8381-44ef-b98e-43c0f1e90178","494683966413FDFF97EC06831B56C450CC4B30B3","2019-07-25 13:40:04.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
"6ae430c2-c655-40a8-9b20-2c73d839f3a0","c0b7a9cd-bee6-4b1c-8a10-4f4d5c642606","c0b7a9cd-bee6-4b1c-8a10-4f4d5c642606","2763D41C12EADE7008B3B6D00F93E97B74BD892D","2019-08-21 07:53:36.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"a7227017-9d32-4ebb-988d-019785c52be6","c03070d1-ee17-4e67-8da9-61cfeb6c7ca6","c03070d1-ee17-4e67-8da9-61cfeb6c7ca6","9A09752C981BC6DA4CE62E7F0593A8A604926467","2019-07-17 08:25:30.000",,,"3.05","3.05","bus","inbound","retail_fare","complete"
"529f413f-e48e-4b20-8ba0-25572d982938","e2d25185-120c-453f-aaae-af10af2b2da7","e2d25185-120c-453f-aaae-af10af2b2da7","C9B5ED8025A7B3921C6ED50525BE68FAF9B406E8","2019-09-07 21:29:22.000",,,"1.70","1.70","bus","inbound","retail_fare","complete"
"12a2d010-2712-441e-978d-42bf8d329ab9","17660523-5afb-47e6-a969-faf3c99fc8c5","d49157c8-7be7-4e90-b493-67c6c09e0a01","2625CB22B0DE02B4BC08BD4911D9B31F32330F12","2019-07-30 13:37:31.000",,,"1.70","1.70","bus","inbound","retail_fare","complete"
"9c1f16dd-8e10-42a8-90b3-02bd314b337e","963a2541-cd2c-4c28-9daf-02e58611da61","963a2541-cd2c-4c28-9daf-02e58611da61","3026C1ACFBCCA76914CE5E6DBB37AF24AB7CCF33","2019-06-03 05:31:53.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"7cf77b0f-eb33-433e-8a1f-fb45a31543eb","6ed35b59-5f63-4b6d-b25d-c68dd1ab06d4","6ed35b59-5f63-4b6d-b25d-c68dd1ab06d4","233440BDF38641F925B1E2B1AC52ABE916528482","2019-09-20 13:32:56.000",,,"1.70","1.70","bus","inbound","retail_fare","complete"
"7cd6cf69-a16f-4e33-9e19-7d47597393d8","73bc8adb-435a-4d12-9c18-ddb46903edc7","73bc8adb-435a-4d12-9c18-ddb46903edc7","BA9F13DE4F9EA0553CB64FA47BB44602FDDBE156","2019-08-29 08:20:56.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"291a732a-2c46-470b-a14d-5531927f3ded","ab641546-6e83-43b4-ba34-67afa744e9b5","ab641546-6e83-43b4-ba34-67afa744e9b5","207C215B72BE76FB25AEB48C80B972C6DF257C66","2019-08-20 20:20:05.000",,,"1.70","1.70","bus","outbound","retail_fare","complete"
"b1f021d9-2e8c-4e9a-9ed2-dd1fa0f046a9","ece3966e-9c7e-40e6-8a63-fc9f5ffff24a","ece3966e-9c7e-40e6-8a63-fc9f5ffff24a","E7CE0B0AED70886E46E5BDD316B97FAE5DC398F2","2019-06-27 15:41:19.000",,,"2.50","2.50","bus","inbound","retail_fare","complete"
"b5d520a5-80fc-4b7b-a383-569846d8528e","3568e2f5-d098-4522-9a37-34528b8ee773","b30c2f81-1ca3-4f8a-bb20-55e61c128239","462CE5CBA44B4B7871A1F54E3865BFF13613B06C","2019-09-22 03:31:06.000",,,"2.50","2.50","bus","outbound","retail_fare","complete"
